site_spp_slug,site_slug,commonName,scientificName,spp_slug,spring,summer,fall,winter,season,aou,bnc
crowder-district-park-larus-delawarensis,crowder-district-park,Ring-billed Gull,Larus delawarensis,larus-delawarensis,3,0,3,3,3033,465,287
crowder-district-park-limnothlypis-swainsonii,crowder-district-park,Swainson's Warbler,Limnothlypis swainsonii,limnothlypis-swainsonii,1,0,0,0,1000,1579,473
crowder-district-park-megascops-asio,crowder-district-park,Eastern Screech-Owl,Megascops asio,megascops-asio,2,3,3,2,2332,669,334
crowder-district-park-melanerpes-carolinus,crowder-district-park,Red-bellied Woodpecker,Melanerpes carolinus,melanerpes-carolinus,5,5,5,5,5555,953,355
crowder-district-park-melanerpes-erythrocephalus,crowder-district-park,Red-headed Woodpecker,Melanerpes erythrocephalus,melanerpes-erythrocephalus,2,2,2,2,2222,940,354
crowder-district-park-melospiza-georgiana,crowder-district-park,Swamp Sparrow,Melospiza georgiana,melospiza-georgiana,4,0,4,4,4044,1724,519
crowder-district-park-melospiza-melodia,crowder-district-park,Song Sparrow,Melospiza melodia,melospiza-melodia,4,3,4,4,4344,1722,517
crowder-district-park-mimus-polyglottos,crowder-district-park,Northern Mockingbird,Mimus polyglottos,mimus-polyglottos,5,5,5,5,5555,1487,423
crowder-district-park-mniotilta-varia,crowder-district-park,Black-and-white Warbler,Mniotilta varia,mniotilta-varia,5,4,5,1,5451,1575,469
crowder-district-park-molothrus-ater,crowder-district-park,Brown-headed Cowbird,Molothrus ater,molothrus-ater,4,4,4,5,4445,1795,538
crowder-district-park-myiarchus-crinitus,crowder-district-park,Great Crested Flycatcher,Myiarchus crinitus,myiarchus-crinitus,5,5,5,0,5550,1169,375
crowder-district-park-geothlypis-formosa,crowder-district-park,Kentucky Warbler,Geothlypis formosa,geothlypis-formosa,2,2,3,0,2230,1583,477
crowder-district-park-pandion-haliaetus,crowder-district-park,Osprey,Pandion haliaetus,pandion-haliaetus,3,3,3,0,3330,2005,194
crowder-district-park-setophaga-americana,crowder-district-park,Northern Parula,Setophaga americana,setophaga-americana,5,5,5,0,5550,1543,449
crowder-district-park-passerculus-sandwichensis,crowder-district-park,Savannah Sparrow,Passerculus sandwichensis,passerculus-sandwichensis,2,0,3,2,2032,1715,508
crowder-district-park-passer-domesticus,crowder-district-park,House Sparrow,Passer domesticus,passer-domesticus,2,2,2,2,2222,1907,553
crowder-district-park-passerella-iliaca,crowder-district-park,Fox Sparrow,Passerella iliaca,passerella-iliaca,2,0,3,2,2032,1721,516
crowder-district-park-passerina-caerulea,crowder-district-park,Blue Grosbeak,Passerina caerulea,passerina-caerulea,5,5,5,0,5550,1763,491
crowder-district-park-passerina-cyanea,crowder-district-park,Indigo Bunting,Passerina cyanea,passerina-cyanea,5,5,5,0,5550,1765,493
crowder-district-park-pheucticus-ludovicianus,crowder-district-park,Rose-breasted Grosbeak,Pheucticus ludovicianus,pheucticus-ludovicianus,4,0,4,0,4040,1759,489
crowder-district-park-picoides-pubescens,crowder-district-park,Downy Woodpecker,Picoides pubescens,picoides-pubescens,4,4,4,4,4444,963,358
crowder-district-park-picoides-villosus,crowder-district-park,Hairy Woodpecker,Picoides villosus,picoides-villosus,2,2,2,2,2222,964,359
crowder-district-park-pipilo-erythrophthalmus,crowder-district-park,Eastern Towhee,Pipilo erythrophthalmus,pipilo-erythrophthalmus,5,5,5,5,5555,1689,498
crowder-district-park-piranga-olivacea,crowder-district-park,Scarlet Tanager,Piranga olivacea,piranga-olivacea,5,2,4,0,5240,1956,486
crowder-district-park-piranga-rubra,crowder-district-park,Summer Tanager,Piranga rubra,piranga-rubra,5,5,5,0,5550,1955,485
crowder-district-park-poecile-carolinensis,crowder-district-park,Carolina Chickadee,Poecile carolinensis,poecile-carolinensis,5,5,5,5,5555,1333,396
crowder-district-park-polioptila-caerulea,crowder-district-park,Blue-gray Gnatcatcher,Polioptila caerulea,polioptila-caerulea,5,5,5,0,5550,2010,411
crowder-district-park-progne-subis,crowder-district-park,Purple Martin,Progne subis,progne-subis,3,3,0,0,3300,1311,383
crowder-district-park-protonotaria-citrea,crowder-district-park,Prothonotary Warbler,Protonotaria citrea,protonotaria-citrea,5,5,4,0,5540,1577,471
crowder-district-park-quiscalus-quiscula,crowder-district-park,Common Grackle,Quiscalus quiscula,quiscalus-quiscula,5,5,5,5,5555,1786,536
crowder-district-park-regulus-calendula,crowder-district-park,Ruby-crowned Kinglet,Regulus calendula,regulus-calendula,5,0,5,5,5055,1403,410
crowder-district-park-regulus-satrapa,crowder-district-park,Golden-crowned Kinglet,Regulus satrapa,regulus-satrapa,4,0,4,4,4044,1402,409
crowder-district-park-riparia-riparia,crowder-district-park,Bank Swallow,Riparia riparia,riparia-riparia,3,3,3,0,3330,1328,386
crowder-district-park-sayornis-phoebe,crowder-district-park,Eastern Phoebe,Sayornis phoebe,sayornis-phoebe,5,5,5,0,5550,1154,371
crowder-district-park-seiurus-aurocapilla,crowder-district-park,Ovenbird,Seiurus aurocapilla,seiurus-aurocapilla,5,5,4,0,5540,1580,474
crowder-district-park-parkesia-motacilla,crowder-district-park,Louisiana Waterthrush,Parkesia motacilla,parkesia-motacilla,5,5,1,0,5510,1582,476
crowder-district-park-parkesia-noveboracensis,crowder-district-park,Northern Waterthrush,Parkesia noveboracensis,parkesia-noveboracensis,4,3,4,0,4340,1581,475
crowder-district-park-setophaga-ruticilla,crowder-district-park,American Redstart,Setophaga ruticilla,setophaga-ruticilla,5,4,5,0,5450,1576,470
crowder-district-park-sialia-sialis,crowder-district-park,Eastern Bluebird,Sialia sialis,sialia-sialis,5,5,5,5,5555,1428,413
crowder-district-park-sitta-canadensis,crowder-district-park,Red-breasted Nuthatch,Sitta canadensis,sitta-canadensis,3,0,3,3,3033,1347,398
crowder-district-park-sitta-carolinensis,crowder-district-park,White-breasted Nuthatch,Sitta carolinensis,sitta-carolinensis,5,5,5,5,5555,1348,399
crowder-district-park-sitta-pusilla,crowder-district-park,Brown-headed Nuthatch,Sitta pusilla,sitta-pusilla,5,5,5,5,5555,1350,400
crowder-district-park-sphyrapicus-varius,crowder-district-park,Yellow-bellied Sapsucker,Sphyrapicus varius,sphyrapicus-varius,2,0,2,4,2024,956,356
crowder-district-park-spizella-passerina,crowder-district-park,Chipping Sparrow,Spizella passerina,spizella-passerina,5,5,5,5,5555,1705,502
crowder-district-park-stelgidopteryx-serripennis,crowder-district-park,Northern Rough-winged Swallow,Stelgidopteryx serripennis,stelgidopteryx-serripennis,4,4,2,0,4420,1326,385
crowder-district-park-strix-varia,crowder-district-park,Barred Owl,Strix varia,strix-varia,4,4,4,4,4444,696,338
crowder-district-park-sturnus-vulgaris,crowder-district-park,European Starling,Sturnus vulgaris,sturnus-vulgaris,5,5,5,5,5555,1509,434
crowder-district-park-tachycineta-bicolor,crowder-district-park,Tree Swallow,Tachycineta bicolor,tachycineta-bicolor,3,3,3,0,3330,1318,384
crowder-district-park-thryothorus-ludovicianus,crowder-district-park,Carolina Wren,Thryothorus ludovicianus,thryothorus-ludovicianus,5,5,5,5,5555,1378,402
crowder-district-park-toxostoma-rufum,crowder-district-park,Brown Thrasher,Toxostoma rufum,toxostoma-rufum,4,4,4,4,4444,1492,425
crowder-district-park-tringa-solitaria,crowder-district-park,Solitary Sandpiper,Tringa solitaria,tringa-solitaria,3,3,3,0,3330,399,242
crowder-district-park-troglodytes-aedon,crowder-district-park,House Wren,Troglodytes aedon,troglodytes-aedon,4,4,4,1,4441,1384,405
crowder-district-park-troglodytes-hiemalis,crowder-district-park,Winter Wren,Troglodytes hiemalis,troglodytes-hiemalis,4,0,4,4,4044,2066,406
crowder-district-park-turdus-migratorius,crowder-district-park,American Robin,Turdus migratorius,turdus-migratorius,5,5,5,5,5555,1472,421
crowder-district-park-tyrannus-tyrannus,crowder-district-park,Eastern Kingbird,Tyrannus tyrannus,tyrannus-tyrannus,3,3,0,0,3300,1196,378
crowder-district-park-oreothlypis-celata,crowder-district-park,Orange-crowned Warbler,Oreothlypis celata,oreothlypis-celata,0,0,3,0,0030,1536,447
crowder-district-park-oreothlypis-peregrina,crowder-district-park,Tennessee Warbler,Oreothlypis peregrina,oreothlypis-peregrina,0,0,3,0,0030,1535,446
crowder-district-park-vermivora-cyanoptera,crowder-district-park,Blue-winged Warbler,Vermivora cyanoptera,vermivora-cyanoptera,2,0,3,0,2030,1533,444
crowder-district-park-oreothlypis-ruficapilla,crowder-district-park,Nashville Warbler,Oreothlypis ruficapilla,oreothlypis-ruficapilla,0,0,1,0,0010,1537,448
crowder-district-park-vireo-flavifrons,crowder-district-park,Yellow-throated Vireo,Vireo flavifrons,vireo-flavifrons,4,4,4,0,4440,1247,438
crowder-district-park-vireo-griseus,crowder-district-park,White-eyed Vireo,Vireo griseus,vireo-griseus,4,5,5,0,4550,1233,435
crowder-district-park-vireo-olivaceus,crowder-district-park,Red-eyed Vireo,Vireo olivaceus,vireo-olivaceus,5,5,5,0,5550,1257,441
crowder-district-park-vireo-philadelphicus,crowder-district-park,Philadelphia Vireo,Vireo philadelphicus,vireo-philadelphicus,0,0,1,0,0010,1256,440
crowder-district-park-vireo-solitarius,crowder-district-park,Blue-headed Vireo,Vireo solitarius,vireo-solitarius,2,2,2,1,2221,1250,437
crowder-district-park-cardellina-canadensis,crowder-district-park,Canada Warbler,Cardellina canadensis,cardellina-canadensis,1,0,1,0,1010,1602,483
crowder-district-park-setophaga-citrina,crowder-district-park,Hooded Warbler,Setophaga citrina,setophaga-citrina,5,5,5,0,5550,1600,481
crowder-district-park-cardellina-pusilla,crowder-district-park,Wilson's Warbler,Cardellina pusilla,cardellina-pusilla,1,0,1,0,1010,1601,482
crowder-district-park-zenaida-macroura,crowder-district-park,Mourning Dove,Zenaida macroura,zenaida-macroura,5,5,5,5,5555,556,322
crowder-district-park-zonotrichia-albicollis,crowder-district-park,White-throated Sparrow,Zonotrichia albicollis,zonotrichia-albicollis,5,0,5,5,5055,1726,520
smith-creek-park-accipiter-cooperii,smith-creek-park,Cooper's Hawk,Accipiter cooperii,accipiter-cooperii,3,3,2,2,3322,279,201
smith-creek-park-accipiter-striatus,smith-creek-park,Sharp-shinned Hawk,Accipiter striatus,accipiter-striatus,3,0,2,2,3022,278,200
smith-creek-park-actitis-macularius,smith-creek-park,Spotted Sandpiper,Actitis macularius,actitis-macularius,3,3,3,0,3330,397,244
smith-creek-park-agelaius-phoeniceus,smith-creek-park,Red-winged Blackbird,Agelaius phoeniceus,agelaius-phoeniceus,2,2,4,4,2244,1772,529
smith-creek-park-aix-sponsa,smith-creek-park,Wood Duck,Aix sponsa,aix-sponsa,2,2,2,2,2222,31,162
smith-creek-park-anas-crecca,smith-creek-park,Green-winged Teal,Anas crecca,anas-crecca,0,0,3,3,0033,49,163
smith-creek-park-anas-discors,smith-creek-park,Blue-winged Teal,Anas discors,anas-discors,3,0,3,0,3030,42,168
smith-creek-park-anas-platyrhynchos,smith-creek-park,Mallard,Anas platyrhynchos,anas-platyrhynchos,2,2,2,2,2222,37,165
smith-creek-park-archilochus-colubris,smith-creek-park,Ruby-throated Hummingbird,Archilochus colubris,archilochus-colubris,4,4,2,0,4420,864,349
smith-creek-park-ardea-alba,smith-creek-park,Great Egret,Ardea alba,ardea-alba,3,3,3,3,3333,227,138
smith-creek-park-ardea-herodias,smith-creek-park,Great Blue Heron,Ardea herodias,ardea-herodias,2,2,4,4,2244,224,136
smith-creek-park-baeolophus-bicolor,smith-creek-park,Tufted Titmouse,Baeolophus bicolor,baeolophus-bicolor,5,5,5,5,5555,1343,397
smith-creek-park-bombycilla-cedrorum,smith-creek-park,Cedar Waxwing,Bombycilla cedrorum,bombycilla-cedrorum,4,0,2,4,4024,1525,429
smith-creek-park-bubo-virginianus,smith-creek-park,Great Horned Owl,Bubo virginianus,bubo-virginianus,2,2,2,2,2222,681,335
smith-creek-park-buteo-jamaicensis,smith-creek-park,Red-tailed Hawk,Buteo jamaicensis,buteo-jamaicensis,2,2,4,4,2244,305,206
smith-creek-park-buteo-lineatus,smith-creek-park,Red-shouldered Hawk,Buteo lineatus,buteo-lineatus,4,4,4,4,4444,296,203
smith-creek-park-buteo-platypterus,smith-creek-park,Broad-winged Hawk,Buteo platypterus,buteo-platypterus,3,0,3,0,3030,298,204
smith-creek-park-butorides-virescens,smith-creek-park,Green Heron,Butorides virescens,butorides-virescens,2,2,2,1,2221,238,144
smith-creek-park-antrostomus-carolinensis,smith-creek-park,Chuck-will's-widow,Antrostomus carolinensis,antrostomus-carolinensis,2,2,3,0,2230,718,345
smith-creek-park-antrostomus-vociferus,smith-creek-park,Eastern Whip-poor-will,Antrostomus vociferus,antrostomus-vociferus,0,0,3,0,0030,724,346
smith-creek-park-cardinalis-cardinalis,smith-creek-park,Northern Cardinal,Cardinalis cardinalis,cardinalis-cardinalis,5,5,5,5,5555,1755,488
smith-creek-park-spinus-pinus,smith-creek-park,Pine Siskin,Spinus pinus,spinus-pinus,0,0,1,1,0011,1860,549
smith-creek-park-spinus-tristis,smith-creek-park,American Goldfinch,Spinus tristis,spinus-tristis,4,3,4,4,4344,1868,551
smith-creek-park-haemorhous-mexicanus,smith-creek-park,House Finch,Haemorhous mexicanus,haemorhous-mexicanus,4,4,4,4,4444,10371,544
smith-creek-park-haemorhous-purpureus,smith-creek-park,Purple Finch,Haemorhous purpureus,haemorhous-purpureus,1,0,0,1,1001,10351,543
smith-creek-park-cathartes-aura,smith-creek-park,Turkey Vulture,Cathartes aura,cathartes-aura,5,5,5,5,5555,256,153
smith-creek-park-catharus-fuscescens,smith-creek-park,Veery,Catharus fuscescens,catharus-fuscescens,3,0,3,0,3030,1450,415
smith-creek-park-catharus-guttatus,smith-creek-park,Hermit Thrush,Catharus guttatus,catharus-guttatus,4,0,4,5,4045,1454,418
smith-creek-park-catharus-minimus,smith-creek-park,Gray-cheeked Thrush,Catharus minimus,catharus-minimus,0,0,3,0,0030,1451,416
smith-creek-park-catharus-ustulatus,smith-creek-park,Swainson's Thrush,Catharus ustulatus,catharus-ustulatus,3,0,3,0,3030,1453,417
smith-creek-park-certhia-americana,smith-creek-park,Brown Creeper,Certhia americana,certhia-americana,3,0,2,2,3022,1351,401
smith-creek-park-megaceryle-alcyon,smith-creek-park,Belted Kingfisher,Megaceryle alcyon,megaceryle-alcyon,2,3,2,2,2322,912,353
smith-creek-park-chaetura-pelagica,smith-creek-park,Chimney Swift,Chaetura pelagica,chaetura-pelagica,4,5,3,0,4530,741,347
smith-creek-park-chordeiles-minor,smith-creek-park,Common Nighthawk,Chordeiles minor,chordeiles-minor,3,3,3,0,3330,709,343
smith-creek-park-coccyzus-americanus,smith-creek-park,Yellow-billed Cuckoo,Coccyzus americanus,coccyzus-americanus,4,4,2,0,4420,644,330
smith-creek-park-coccyzus-erythropthalmus,smith-creek-park,Black-billed Cuckoo,Coccyzus erythropthalmus,coccyzus-erythropthalmus,3,0,3,0,3030,648,329
smith-creek-park-colaptes-auratus,smith-creek-park,Northern Flicker,Colaptes auratus,colaptes-auratus,4,4,5,5,4455,979,361
smith-creek-park-colinus-virginianus,smith-creek-park,Northern Bobwhite,Colinus virginianus,colinus-virginianus,3,3,3,3,3333,122,216
smith-creek-park-columba-livia,smith-creek-park,Rock Pigeon,Columba livia,columba-livia,2,2,2,2,2222,536,319
smith-creek-park-contopus-virens,smith-creek-park,Eastern Wood-Pewee,Contopus virens,contopus-virens,2,2,2,0,2220,1132,365
smith-creek-park-coragyps-atratus,smith-creek-park,Black Vulture,Coragyps atratus,coragyps-atratus,2,2,2,2,2222,255,152
smith-creek-park-corvus-brachyrhynchos,smith-creek-park,American Crow,Corvus brachyrhynchos,corvus-brachyrhynchos,5,5,5,5,5555,1296,391
smith-creek-park-corvus-ossifragus,smith-creek-park,Fish Crow,Corvus ossifragus,corvus-ossifragus,5,5,4,4,5544,1304,392
smith-creek-park-cyanocitta-cristata,smith-creek-park,Blue Jay,Cyanocitta cristata,cyanocitta-cristata,5,5,5,5,5555,1270,390
smith-creek-park-setophaga-caerulescens,smith-creek-park,Black-throated Blue Warbler,Setophaga caerulescens,setophaga-caerulescens,2,0,2,0,2020,1549,454
smith-creek-park-setophaga-castanea,smith-creek-park,Bay-breasted Warbler,Setophaga castanea,setophaga-castanea,0,0,3,0,0030,1568,466
smith-creek-park-setophaga-coronata,smith-creek-park,Yellow-rumped Warbler,Setophaga coronata,setophaga-coronata,4,0,4,5,4045,1550,455
smith-creek-park-setophaga-discolor,smith-creek-park,Prairie Warbler,Setophaga discolor,setophaga-discolor,2,2,2,0,2220,1565,464
smith-creek-park-setophaga-dominica,smith-creek-park,Yellow-throated Warbler,Setophaga dominica,setophaga-dominica,4,4,2,1,4421,1557,461
smith-creek-park-setophaga-fusca,smith-creek-park,Blackburnian Warbler,Setophaga fusca,setophaga-fusca,0,0,3,0,0030,1556,460
smith-creek-park-setophaga-magnolia,smith-creek-park,Magnolia Warbler,Setophaga magnolia,setophaga-magnolia,0,0,2,0,0020,1547,452
smith-creek-park-setophaga-palmarum,smith-creek-park,Palm Warbler,Setophaga palmarum,setophaga-palmarum,3,0,4,2,3042,1567,465
smith-creek-park-setophaga-petechia,smith-creek-park,Yellow Warbler,Setophaga petechia,setophaga-petechia,3,3,3,0,3330,1545,450
smith-creek-park-setophaga-pinus,smith-creek-park,Pine Warbler,Setophaga pinus,setophaga-pinus,5,5,5,5,5555,1563,462
smith-creek-park-setophaga-striata,smith-creek-park,Blackpoll Warbler,Setophaga striata,setophaga-striata,2,0,3,0,2030,1569,467
smith-creek-park-setophaga-tigrina,smith-creek-park,Cape May Warbler,Setophaga tigrina,setophaga-tigrina,0,0,2,0,0020,1548,453
smith-creek-park-setophaga-virens,smith-creek-park,Black-throated Green Warbler,Setophaga virens,setophaga-virens,3,0,3,0,3030,1553,458
smith-creek-park-dolichonyx-oryzivorus,smith-creek-park,Bobolink,Dolichonyx oryzivorus,dolichonyx-oryzivorus,3,0,3,0,3030,1771,528
smith-creek-park-dryocopus-pileatus,smith-creek-park,Pileated Woodpecker,Dryocopus pileatus,dryocopus-pileatus,2,2,2,2,2222,985,362
smith-creek-park-dumetella-carolinensis,smith-creek-park,Gray Catbird,Dumetella carolinensis,dumetella-carolinensis,2,2,4,5,2245,1485,422
smith-creek-park-egretta-caerulea,smith-creek-park,Little Blue Heron,Egretta caerulea,egretta-caerulea,3,3,3,3,3333,233,140
smith-creek-park-empidonax-virescens,smith-creek-park,Acadian Flycatcher,Empidonax virescens,empidonax-virescens,2,2,0,0,2200,1139,367
smith-creek-park-eudocimus-albus,smith-creek-park,White Ibis,Eudocimus albus,eudocimus-albus,3,3,3,3,3333,245,147
smith-creek-park-euphagus-carolinus,smith-creek-park,Rusty Blackbird,Euphagus carolinus,euphagus-carolinus,3,0,3,3,3033,1784,533
smith-creek-park-falco-columbarius,smith-creek-park,Merlin,Falco columbarius,falco-columbarius,0,0,3,3,0033,325,210
smith-creek-park-falco-sparverius,smith-creek-park,American Kestrel,Falco sparverius,falco-sparverius,3,0,2,2,3022,323,209
smith-creek-park-fulica-americana,smith-creek-park,American Coot,Fulica americana,fulica-americana,0,0,3,3,0033,360,225
smith-creek-park-geothlypis-trichas,smith-creek-park,Common Yellowthroat,Geothlypis trichas,geothlypis-trichas,3,0,4,3,3043,1587,480
smith-creek-park-haliaeetus-leucocephalus,smith-creek-park,Bald Eagle,Haliaeetus leucocephalus,haliaeetus-leucocephalus,2,2,2,2,2222,270,198
smith-creek-park-helmitheros-vermivorum,smith-creek-park,Worm-eating Warbler,Helmitheros vermivorum,helmitheros-vermivorum,3,0,3,0,3030,1578,472
smith-creek-park-hirundo-rustica,smith-creek-park,Barn Swallow,Hirundo rustica,hirundo-rustica,4,4,2,0,4420,1331,389
smith-creek-park-hylocichla-mustelina,smith-creek-park,Wood Thrush,Hylocichla mustelina,hylocichla-mustelina,2,2,3,0,2230,1455,420
smith-creek-park-icteria-virens,smith-creek-park,Yellow-breasted Chat,Icteria virens,icteria-virens,0,0,3,0,0030,1618,484
smith-creek-park-icterus-galbula,smith-creek-park,Baltimore Oriole,Icterus galbula,icterus-galbula,3,0,2,3,3023,1817,540
smith-creek-park-icterus-spurius,smith-creek-park,Orchard Oriole,Icterus spurius,icterus-spurius,4,5,3,0,4530,1804,539
smith-creek-park-junco-hyemalis,smith-creek-park,Dark-eyed Junco,Junco hyemalis,junco-hyemalis,2,0,2,4,2024,1730,523
smith-creek-park-limnothlypis-swainsonii,smith-creek-park,Swainson's Warbler,Limnothlypis swainsonii,limnothlypis-swainsonii,2,2,0,0,2200,1579,473
smith-creek-park-lophodytes-cucullatus,smith-creek-park,Hooded Merganser,Lophodytes cucullatus,lophodytes-cucullatus,0,0,3,3,0033,71,189
smith-creek-park-megascops-asio,smith-creek-park,Eastern Screech-Owl,Megascops asio,megascops-asio,4,4,4,4,4444,669,334
